image,output,flag,username,timestamp
"{""background"":{""path"":""flagged/image/d28e72657f6c46307d48/background.png"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/43300da5a529c59c3268b2e072bca7df28f9cc17/background.png"",""size"":9695,""orig_name"":""background.png"",""mime_type"":"""",""is_stream"":false},""layers"":[{""path"":""flagged/image/35592b4d08bb9e3c51fa/layer_0.png"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/aaf742705be714eeedb25d220ca23ac1a18a0a64/layer_0.png"",""size"":12611,""orig_name"":""layer_0.png"",""mime_type"":"""",""is_stream"":false}],""composite"":{""path"":""flagged/image/d4f7292ec92795a3eafc/composite.png"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/aaf742705be714eeedb25d220ca23ac1a18a0a64/composite.png"",""size"":12611,""orig_name"":""composite.png"",""mime_type"":"""",""is_stream"":false}}","{""label"":null,""confidences"":null}",,,2024-03-01 12:53:14.249865
